original (cond)	sample (pos)	generated (neg)	BLEU	METEOR
what is the compliance voltage of current source and the compliance current of voltage source ?	what is the compliance voltage of current source ?	how does is made ?	4.493289639262571e-09	0.06449302084854422
what is your favorite book , why ?	what is your absolute most favorite book of all time and why ? any suggestions ?	why is	1.5744053386817157e-09	0.11267605633802819
what 's a good nickname for donald trump ?	what would be a good trumpish nickname for donald trump himself ?	does india trump are wins	3.1772355737578207e-09	0.07894119958232004
what are the differences between chinese culture and western culture ?	what are the differences between chinese and western cultures ?	is does is there	6.441212897812026e-17	0.015561169919685227
what do chinese people think about indians ?	what do chinese people think about the indians ?	how are	3.520477361430895e-17	0.07445587551849389
is there a way to see a history of deleted photos on instagram ?	can you see deleted instagram posts ?	how my gmail account for that	1.5454571169206621e-16	0.011847122734434386
is there any credible online consumer redressal forum in india for lodging complaint against a small indian e-commerce portal ?	is there any credible online consumer redressal forum in india for lodging complaints against a small indian e-commerce portal ?	how did in promote or engines	5.598679173076667e-10	0.02027823087920306
how much medical evidence is there in support of the claim weed causes cancer ?	does weed causes cancer ?	why is system n't	7.109445940997322e-09	0.045
can i get pregnant two days after my period ends ?	how do i get pregnant just after my periods ?	is the and for of after	2.964215117762818e-09	0.06494300954300615
will time travel ever become possable ?	is time travel possible then after how long time ?	is india it the	4.31209693678441e-09	0.022346368715083803
what were the major effects of the cambodia earthquake , and how do these effects compare to the sohei earthquake in 1361 ?	what were the major effects of the cambodia earthquake , and how do these effects compare to the somatra earthquakes in 2007 ?	will did the on the were	5.881647162184418e-10	0.05249088699878494
how do i start preparing for ias exam ? how much time should i spend on which subject ?	how should i start preparing for upsc ( ias ) exams ?	how is a for	1.747170992819167e-09	0.08217250956185597
what is the right profession for an introvert ?	what are the best professions for an introvert ?	how is	6.752340199052529e-10	0.043923647082512694
where can i find air conditioning service in sutherland shire ?	where can i find air conditioning in sutherland shire ?	how will a i ?	3.678794410150938e-09	0.04050632911392405
how do i lose weight ?	how do i lose 30 pounds ?	how is my	4.749303160001652e-09	0.20055863510337155
how do you feel about being handsome ?	how does it feel to be handsome ?	is there affect the india	1.227180124627569e-16	0.05642971618243747
is yahoo a good deal for verizon at $ 5 billion ?	is yahoo worth $ 5 billion ?	is there is it	4.31209693678441e-09	0.029962546816479405
what is the best scripting language to learn today ?	what programming language i should learn first ?	how do the	2.438373545820434e-09	0.06515654250393592
what are the best places for honeymoon in winters ?	what is the best place for honeymoon in winter ?	how is for	1.77045780683885e-09	0.06226159294335768
is akbar a great emperor ?	what is your review of akbar the great ?	how did n't is	5.536842066052537e-09	0.03375527426160337
is demonetization a failure ?	is demonetization policy of pm modi a failure ?	how did a india demonetization ?	9.999999998166669e-09	0.23882094700533082
why should we use quora when we can google everything ?	why do we need to use quora when we have google to search for answers ?	is there a review the	6.734907319789274e-17	0.03414536966453224
why is vacuum energy infinite ?	is vacuum energy infinite ? how and why ?	why is n't infinite	0.30326532969204834	0.23078573961451984
which australian city is a better place to live - sydney or melbourne ?	which is the better city to live in , sydney or melbourne ?	how it , and where for	1.7978873509068435e-09	0.03136156807840392
why is [ math ] \pi [ /math ] such a special number ?	what is so special about π ?	why is a	0.1863913237232041	0.0612805559822995
how do i make my girlfriend happy on her birthday ?	i want the birthday of my girlfriend to be really special and make it her best birthday . what are some good birthday celebration and gifting ideas ?	how some n't how	2.243411962079365e-09	0.052401746724890834
what do you think about narendra modi 's decision about banning 500rs & 1000rs notes ? and what will be the effects , do this make corruption free india ?	what do you think about modi government decision to ban ₹500 , ₹1000 notes ?	.	2.629524688265395e-17	0.0
what are the demonetization negative and positive effects ?	what are the negative and positive effects of demonitisation ?	what is some you	2.615418999812674e-09	0.05712992635482962
should i be friends with strangers ?	is it okay to be friends with strangers ?	why is	1.8354763662658024e-09	0.029962546816479405
what are some dumb questions ever asked on quora ?	what are the most annoying questions that you come across in quora ?	how are	4.0955013555354697e-10	0.022727272727272728
which 2016 us presidential candidate would be best for the economy ?	out of the five major current u.s. presidential candidates , who would be best for the u.s. economy ?	how did donald for new stock for for	2.5630598377334847e-09	0.017543859649122803
what are the mistakes made by jee aspirants in previous years ?	what are the minute mistakes made by jee aspirants during their preparation ( also mention the solution regarding the problem ) ?	how are for	6.427482883353635e-10	0.020565552699228794
how do i improve my general knowledge ?	how do i improve general knowledge ?	how is	1.8354763662658024e-09	0.17606043048976752
who came first , hen or egg ?	which comes first , chicken or egg ?	is did i a the	1.227180124627569e-16	0.0
what was the weirdest dream you have had ?	which is the weirdest dream you ’ ve ever had ?	how that do 've a	1.0047301075986612e-16	0.12223565624272142
is there any thing to prove life after death ?	is there any solid evidence to suggest that there is life after death ?	why is	4.0955013555354697e-10	0.022727272727272728
how could we know that we are falling in love ?	how do you know you are in love with someone ?	how good a access how am .	2.755542281493554e-09	0.12935048231757784
what are the best ways to lose weight ? what is the best diet plan ?	how do i actually lose weight ?	is i any how do ?	0.34557471697454434	0.21343876589442898
which are the best colleges for electrical engineering ?	what are the best colleges for electrical engineering ?	how is a to	8.27068107508754e-17	0.0
can world war 3 ever take place ?	are we heading toward world war 3 ?	is a n't	7.710814191093513e-17	0.03134984232357638
why do people buy fake twitter followers ?	why do people buy twitter followers ?	why did is how	4.31209693678441e-09	0.1617188824401604
